modelo,mean_iou,mean_f1,mean_recall,mean_precision,mean_dice,mean_specificity,mean_f2,mean_pixel_accuracy,mean_boundary_iou,mean_hausdorff_95,mean_latency_ms,mean_vram_mb,train_time_minutes,eval_time_minutes
unet_resnet34_kvasir,0.8163126252143532,0.8795842031648774,0.8830279565824926,0.9242390072501014,0.8795842031648772,0.9871417429675508,0.8781753371213273,0.9608962412374847,0.12933272579059474,85.11004193216756,8.030049006144205,0.006666666666666667,20.99,0.51
